"Paper_ID","title","author","id"
"12608","A Post-Pareto Approach for Multi-Objective Decision Making Using a Non-Uniform Weight Generator Method.","Heidi A. Taboada|Victor M. Carrillo","90121"
"12609","Ontologies of Time and Time-based Reasoning for MBSE of Cyber-Physical Systems.","Leonard Petnga|Mark Austin","90122"
"12610","Efficient design of exponential-Krylov integrators for large scale computing.","John Loffeld|Mayya Tokman","90124"
"12611","An Alternative Approach to k-Anonymity for Location-Based Services.","Amirreza Masoumzadeh|James Joshi","90125"
"12612","QoS Support in Event Detection in WSN through Optimal k-Coverage.","A. K. M. Azad|Gour C. Karmakar|Joarder Kamruzzaman|Kh Mahmudul Alam|Manzur M. Murshed","90126"
"12613","A complex adaptive system using statistical learning theory as an inline preprocess for clinical survival analysis.","Dan Margolis|Ronald Gottlieb|Walker H. Land Jr.|Xingye Qiao","90128"
"12614","On twisted factorizations of block tridiagonal matrices.","Gerhard König|Wilfried N. Gansterer","90130"
"12615","Mobile iris recognition systems: An emerging biometric technology.","Jin-Suk Kang","90131"
"12616","A Non-Chronological Backtracking Unfolding Algorithm for Transactional Web Service Composition.","Eduardo Blanco|Maria-Esther Vidal|Yudith Cardinale","90134"
"12617","The Framework of a Life Support Simulation Application.","Carles Blavi|Imma Boada|Mateu Sbert|Voravika Wattanasoontorn","90137"
"12618","A System Dynamics Perspective of Patient Satisfaction in Healthcare.","Misagh Faezipour|Susan Ferreira","90139"
"12619","Performance of IEEE 802.11 MAC in Underwater Wireless Channels.","Alan C. Farrell|Jun Peng","90140"
"12620","Dynamic Linear Solver Selection for Transient Simulations Using Multi-label Classifiers.","Jing-Ru C. Cheng|Paul R. Eller|Robert S. Maier","90141"
"12621","GRB_WAPI, a RESTful Framework for Grid Portals.","Daniele Lezzi|Giovanni Aloisio|Italo Epicoco|Valerio De Luca","90142"
"12622","An ab initio study of Xe-NO(X","Jesús Rubayo-Soneira|Juan Carlos Castro-Palacio|Keisaku Ishii|Koichi Yamashita","90143"
"12623","An efficient algorithm for the k maximum convex sums.","Mohammed Thaher|Tadao Takaoka","90144"
"12624","Digital-Kakejiku Typhoon Model based on Fluid Mechanics.","Akira Hasegawa|Hiroyuki Iida|Shogo Sone|Takeo Nakagawa","90145"
"12625","Traffic Simulation System based on Fuzzy Logic.","Laheeb Ibrahim|Mohammad A. Taha","90147"
"12626","Trust-based Throughput in Cognitive Radio Networks.","Farookh Khadeer Hussain|Mohammad Abdullah Al Faruque|Omar Khadeer Hussain|Sazia Parvin","90148"
"12627","Data sonification of volcano seismograms and Sound/Timbre reconstruction of ancient musical instruments with Grid infrastructures.","Domenico Vicinanza|Francesco De Mattia|Giuseppe La Rocca|Mariapaola Sorrentino|Roberto Barbera|Salvatore Avanzo","90149"
"12628","Two-Axis Solar Tracker Analysis and Control for Maximum Power Generation.","H. Prakash|Rajab Challoo|Selahattin Ozcelik","90150"
"12629","An Intelligent Control Approach for Oil Drilling Processes.","Muhittin Yilmaz|Naren Reddy Dhansri|Salman Mujeeba","90151"
"12630","Agent system service for supporting river boats navigation.","Alexander B. Degtyarev|Yury V. Logvinenko","90152"
"12631","Towards the Design of Complex Evolving Networks with High Robustness and Resilience.","Jitesh H. Panchal|Zhenghui Sha","90154"
"12632","The effect of beach slope on the tsunami run-up induced by thrust fault earthquakes.","Chao An|Yongen Cai","90155"
"12633","Selecting Negotiation Strategies for Meeting Scheduling Using a Model Based Approach.","S. M. Mozammal Hossain","90156"
"12634","An Energy Efficient Fuzzy Logic Cluster Formation Protocol in Wireless Sensor Networks.","Frank Comeau|Nauman Aslam|Rogaia Mhemed|William J. Phillips","90157"
"12635","Developing a Platform for Serious Gaming: Open Innovation through Closed Innovation.","Evangelia Baralou|Georgios Vardaxoglou","90158"
"12636","PACC: A Path Associativity Congestion Control and Throughput Model For Multi-path TCP.","Baojin Wang|Ke Xu|Yin Liu|Zhen Ma","90159"
"12637","A Tool to Evaluate the Level of Inclusion of Digital Learning Objects.","Andoni Eguíluz|Iratxe Mechaca|Mari Luz Guenaga|Susana Romero","90160"
"12638","Using System Architecture Maturity Artifacts to Improve Technology Maturity Assessment.","Brian J. Sauser|Edward W. Bauer|Matin Sarfaraz","90162"
"12639","An adaptive graph for volumetric mesh visualization.","Anselmo Antunes Montenegro|Diego N. Brandão|Diogo T. Robaina|Esteban Walter Gonzalez Clua|Mauricio Kischinhevsky|Sanderson L. Gonzaga de Oliveira","90163"
"12640","Model Based Systems Engineering using VHDL-AMS.","Patrice Micouin","90164"
"12641","A unified framework for reinforcement learning, co-learning and meta-learning how to coordinate in collaborative multi-agent systems.","Predrag T. Tosic|Ricardo Vilalta","90165"
"12642","Assessing Atmospheric Variability using Kernel Principal Component Analysis.","Andrew E. Mercer|Michael B. Richman","90169"
"12643","Risk perception and disease spread on social networks.","Pietro Liò|Stephan Kitchovitch","90170"
"12644","Simulation of multiphysics multiscale systems, 7th international workshop.","Valeria V. Krzhizhanovskaya","90171"
"12645","Preference Order of Categorized Group Opinions Considering Grade of Decision Makers.","Hayao Miyagi|Ichiko Kinjo|Yui Miyagi","90173"
"12646","Deactivation of Ru-benzylidene Grubbs catalysts active in olefin metathesis.","Albert Poater|Andrea Correa|Francesco Ragone|Luigi Cavallo|Manel Garrido|Manel Poch|Sònia Pérez","90175"
"12647","A measure of the local connectivity between graph vertices.","Ilya Safro|Jie Chen 0007","90176"
"12648","Experiences From Creating the Guide to the Systems Engineering Body of Knowledge (SEBoK) v. 1.0.","Arthur B. Pyster|David H. Olwell|Devanandham Henry|James F. Anthony Jr.|Nicole Hutchison|Stephanie Enck","90177"
"12649","A work-centered perspective on research needs for systems engineering with models.","Lisa Murphy|Paul Collopy","90178"
"12650","On the use of discrete adjoints in goal error estimation for shallow water equations.","Florian Rauser|Jan Riehme|Klaus Leppkes|Peter Korn|Uwe Naumann","90179"
"12651","Mining Concepts from Texts.","Joaquim Ferreira da Silva|João Ventura 0002","90180"
"12652","Mining Hot Topics from Twitter Streams.","Jianlong Tan|Jing Guo|Li Guo|Peng Zhang","90181"
"12653","Risk Analysis and Mitigation Strategy for ACD.","Chandru Mirchandani","90182"
"12654","Multi-feature query language for image classification.","Joan Lu|Raoul Pascal Pein","90183"
"12655","Subspace Hierarchical Clustering for Three-way Three-mode Data using Quadratic Regularization.","Hiroshi Yadohisa|Kensuke Tanioka","90184"
"12656","Monte Carlo Simulation to Investigate the Cascade Transition of a Permuted Polyelectrolyte Chain.","Sahin Uyaver","90188"
"12657","Discontinuous Petrov-Galerkin method based on the optimal test space norm for one-dimensional transport problems.","Antti H. Niemi|Nathan O. Collier|Victor M. Calo","90189"
"12658","Moving from dataset metadata to semantics in ecological research: a case in translating EML to OWL.","Elena García Barriocanal|Elena Mena-Garcés|Miguel-Ángel Sicilia|Salvador Sánchez Alonso","90193"
"12659","Applying DDDAS Principles to Command, Control and Mission Planning for UAV Swarms.","Christian Poellabauer|Gregory R. Madey|Hongsheng Lu|M. Brian Blake|Ryan McCune|Yi Wei","90194"
"12660","Improving the Automatic Derivation of Choreography-conforming Web Services Systems.","Gregorio Díaz|Ismael Rodríguez|José Antonio Mateo|Pablo Rabanal","90196"
"12661","Year One of the Systems Engineering Experience Accelerator.","Alice Squires|Bill Watson|Douglas A. Bodner|Jon P. Wade|Peter Dominick|Richard Reilly","90198"
"12662","Analysis of the neural hypercolumn in parallel PCSIM simulations.","Grzegorz M. Wójcik|Jose A. Garcia-Lazaro","90199"
"12663","Efficient Querying of Distributed RDF Sources in Mobile Settings based on a Source Index Model.","Beat Signer|Elien Paret|Olga De Troyer|Sven Casteleyn|William Van Woensel","90200"
"12664","International Conference on Computational Science, ICCS 2011 Farmer-Pest Problem: A Multidimensional Problem Domain for Comparison of Agent Learning Methods.","Bartlomiej Sniezynski|Jacek Dajda|Marcin Mlostek|Michal Pulchny","90201"
"12665","Upcoming tipping points in automobile industry based on agent-based modeling.","Sung Nam Hwang","90203"
"12666","Parallelizing discrete dislocation dynamics simulations on multi-core systems.","Florina M. Ciorba|Mark F. Horstemeyer|Sebastien Groh","90204"
"12667","A Clustering Method Based on Dynamic Self Organizing Trees for Post-Pareto Optimality Analysis.","Heidi A. Taboada|Oswaldo Aguirre","90205"
"12668","Personalized Translation Listening System for Age Groups.","Do-won Jang|Dong-Ju Kim|Kwang-Seok Hong","90207"
"12669","Tracing a Little for Big Improvements: Application of Learning Analytics and Videogames for Student Assessment.","Baltasar Fernández-Manjón|Javier Torrente|Pablo Moreno-Ger|Ángel Serrano-Laguna","90210"
"12670","spChains: A Declarative Framework for Data Stream Processing in Pervasive Applications.","Dario Bonino|Fulvio Corno","90211"
"12671","A note on discontinuous rate functions for the gate variables in mathematical models of cardiac cells.","Joakim Sundnes|Monicaa Hanslien|Nina Holden","90212"
"12672","Context-Aware Driver Assistance System.","Elhadi Shakshuki|Tarek R. Sheltami|Wael Alghamdi","90213"
"12673","An Approach to user Interface Design of an Accessible user Agent.","Lourdes Moreno|María González|Paloma Martínez","90214"
"12674","A multiagent framework for industrial robotic applications.","Bojan Jerbic|Bojan Sekoranja|Marko Svaco","90215"
"12675","Chemically accurate and computationally-efficient time-dependent density functional theory (TDDFT) modeling of the UV/Vis spectra of Pechmann dyes and related compounds.","Eric Assen B. Kantchev|Michael B. Sullivan|Tyler B. Norsten","90217"
"12676","Boosting the performance of computational fluid dynamics codes for interactive supercomputing.","Anthony Nowatski|Jagan Jayaraj|James B. S. G. Greensky|Karl Stoffels|Michael R. Knox|Paul R. Woodward|Pei-Hung Lin|Pen-Chung Yew","90218"
"12677","A Learning System for a Computational Science Related Topic.","Mohamed Hamada|Sayota Sato","90219"
"12678","Training and Evaluating a Statistical Part of Speech Tagger for Natural Language Applications using Kepler Workflows.","Brian Kjersten|Claire Jaja|Clare R. Voss|Douglas M. Briesch|Reginald Hobbs","90220"
"12679","Autonomic Computing Drives Innovation of Energy Smart Grids.","Manuel Rodríguez-Martínez|Melvin Greer","90221"
"12680","Privacy Preserving Profiling for Mobile Services.","Debmalya Biswas|Krishnamurthy Vidyasankar","90222"
"12681","An Evolutionary Game Theory Approach for Intelligent Patrolling.","Heidi A. Taboada|Oswaldo Aguirre","90223"
"12682","Fitting the Problem to the Paradigm: Algorithm Characteristics Required for Effective Use of MapReduce.","Fred Highland|John Stephenson","90224"
"12683","An Approximation Algorithm for Computing a Tipping Set in Super Modular Games for Interdependent Security.","B. Cremeans|S. Lakshmivarahan|Sudarshan K. Dhall","90225"
"12684","User-defined events for hardware performance monitoring.","James Ralph|Shirley Moore","90226"
"12685","Using Reconfigurable System-On-Chip Technology for the Design of a Point-of-Care HIV Testing Device.","Ali Elkateeb","90227"
"12686","Sensitivity-based SCG-training of BP-networks.","Iveta Mrázová|Zuzana Reitermanová","90228"
"12687","Spamming the Internet of Things: A Possibility and its probable Solution.","Faisal Razzak","90229"
"12688","A Secure Platform of Wireless Sensor Networks.","Abidalrahman Moh'd|Hosein Marzi|Nauman Aslam|William J. Phillips|William Robertson","90230"
"12689","Next-Generation Wireless Sensor Networks Infrastructure Development for Monitoring Applications.","Ali El Kateeb","90231"
"12690","Exploring ontology metrics in the biomedical domain.","Daniel Rodríguez|Miguel-Ángel Sicilia|Nikos Manouselis","90233"
"12691","A User-Centric Communication Model for Mobile Web.","Ahmed Bouabdallah|Houssein Wehbe","90235"
"12692","Towards Improving Numerical Weather Predictions by Evolutionary Computing Techniques.","Ana Cortés|Hisham Ihshaish|Miquel A. Senar","90236"
"12693","Constructing and Evaluating ""as-is"" and ""to-be"" OPM Models for the Healthcare Sector for Adoption of Vscan.","Daniel Steenstra|Dov Dori|John Ahmet Erkoyuncu|Rajkumar Roy|Sergey Bolshchikov","90238"
"12694","Collective Asynchronous Remote Invocation (CARI): A High-Level and Effcient Communication API for Irregular Applications.","Aamir Shafi|Bryan Carpenter|Wakeel Ahmad","90239"
"12695","Assessing and Redesigning Enterprise Networks through NS-2 to Support VoIP.","Sami Habib|Tahani Hussain","90240"
"12696","DynaSched: a dynamic Web service scheduling and deployment framework for data-intensive Grid workflows.","Maryam Khademi Hedayat|Shayan Shahand|Stephen John Turner|Wentong Cai","90242"
"12697","C","Bharat Jayaraman|Jayaraj Poroor","90243"
"12698","Characterizing sparse preconditioner performance for the support vector machine kernel.","Anirban Chatterjee|Kelly Fermoyle|Padma Raghavan","90245"
"12699","A practical and comprehensive graduate course preparing students for research involving scientific computing.","Andrei Hutanu|Erik Schnetter|Frank Löffler|Gabrielle Allen|Shantenu Jha|Werner Benger","90246"
"12700","Efficient Deployment of Relay Stations in IEEE802.16m for Cost Effective Performance.","Munam Ali Shah|Naveed Ahmed|Sijing Zhang","90247"
"12701","Principles for Successful Systems Engineering.","Barry W. Boehm|Jo Ann Lane|Richard Turner|Supannika Koolmanojwong","90248"
"12702","The value of information in multi-armed bandits with exponentially distributed rewards.","Ilya O. Ryzhov|Warren B. Powell","90249"
"12703","CUDA: Compiling and optimizing for a GPU platform.","Bastiaan Aarts|Gautam Chakrabarti|Jaydeep Marathe|Jian-Zhong Wang|Manjunath Kudlur|Mike Murphy|Vinod Grover|Xiangyun Kong|Yuan Lin","90250"
"12704","How Wireless Sensor Networks Can Benefit from Brain Emotional Learning Based Intelligent Controller (BELBIC).","Majid Bahrepour|Nirvana Meratnia|Paul J. M. Havinga|Tahir Emre Kalayci","90251"
"12705","A Fast Algorithm to Find All-Pairs Shortest Paths in Complex Networks.","Feng Zhao|Jinshu Su|Wei Peng|Xiaofeng Hu","90252"
"12706","Computationally efficient solution algorithm for a large scale stochastic dynamic program.","Nasreddine Saadouli","90253"
"12707","Linux Cluster in Theory and Practice: A Novel Approach in Teaching Cluster Computing Based on the Intel Atom Platform.","Andy Georgi|Robin Geyer|Stefan Hohlig|Wolfgang E. Nagel","90254"
"12708","Enhancing Public-Private Partnerships Through SMS Vouchers.","Kristina Lugo","90255"
"12709","A New Application of the Support Vector Regression on the Construction of Financial Conditions Index to CPI Prediction.","Bo Wang|Xinyang Zhang|Ye Wang","90256"
"12710","Compositional Analysis of Dynamic Bayesian Networks and Applications to Complex Dynamic System Decomposition.","John S. Baras|Shahan Yang|Yuchen Zhou","90257"
"12711","Use of Wireless Mesh Network to Improve Mobile Asset Utilization in Manufacturing Industries.","Anurag D|Somprakash Bandyopadhyay|Srideep Ghosh","90258"
"12712","Scale-free networks of collaborative processes to design distributed control systems.","Francesco Rago|Pasquale Franzese 0002","90259"
"12713","Executable Paper Grand Challenge Workshop.","Ann Gabriel|Rebecca Capone","90260"
"12714","Towards Supporting Users in Semantic Exploration of Large Distributed Schemas.","Mandana Sotoodeh|Philippe Kruchten|Rachel Pottinger","90261"
"12715","Adaptations in the US Army MANPRINT process to utilize HSI-inclusive system architectures.","Andrew Bodenhamer","90262"
"12716","Instance based Matching using Regular Expression.","Hamidah Ibrahim|Lilly Suriani Affendey|Osama A. Mehdi","90263"
"12717","Parallel and distributed computations of maximum independent set by a Hopfield neural net embedded into a wireless sensor network.","Gürsel Serpen|Jiakai Li","90264"
"12718","Usability Test of 3Dconnexion 3D Mice Versus Keyboard+Mouse in Second Life Undertaken by People with Motor Disabilities due to Medullary Lesions.","António Cunha|Leonel Morgado|Márcio Garcia Martins","90265"
"12719","A Multilevel Parallelism Support for Multi-Physics Coupling.","Fang Liu|Masha Sosonkina","90266"
"12720","An Agent-Based Model to Evaluate Carpooling at Large Manufacturing Plants.","Ansar-Ul-Haque Yasar|Christine Körner|Davy Janssens|Dino Pedreschi|Fosca Giannotti|Geert Wets|Hendrik Stange|Luk Knapen|Michael May|Mirco Nanni|Roberto Trasarti|Sebastian Bothe|Sungjin Cho|Tom Bellemans","90267"
"12721","On some recent achievements of earthquake simulation.","Lalith Wijerathne|Muneo Hori|Tsuyoshi Ichimura","90268"
"12722","Can search algorithms save large-scale automatic performance tuning?","Paul D. Hovland|Prasanna Balaprakash|Stefan M. Wild","90271"
"12723","A Study of Performance Portability Using Piecewise-Parabolic Method (PPM) Gas Dynamics Applications.","Jagan Jayaraj|Paul R. Woodward|Pei-Hung Lin|Pen-Chung Yew","90272"
"12724","Virtual Dike: multiscale simulation of dike stability.","G. S. Shirshov|N. B. Melnikova|Valeria V. Krzhizhanovskaya","90273"
"12725","Challenges of MANET for Mobile Social Networks.","Christoph Fuchß|Stefan Stieglitz","90274"
"12726","Preface to Part II Computational Intelligence and Machine Learning.","David Enke|Rosemary D. Paradis","90276"
"12727","Interactively exploring elimination orderings in symbolic sparse Cholesky factorization.","H. Martin Bücker|Michael Lülfesmann|Simon R. Leßenich","90277"
"12728","Spatio-Temporal Reasoning in Biometrics Based Smart Environments.","Bharat Jayaraman|Venu Govindaraju|Vivek Menon","90278"
"12729","Improving System Predictability and Performance via Hardware Accelerated Data Structures.","Chetan Kumar Ng|Christopher D. Gill|Jonathan A. Shidal|Joseph Zambreno|Phillip H. Jones|Ron K. Cytron|Sudhanshu Vyas","90279"
"12730","Detecting insecure person in crowd with human sensor.","Chao Wu|Yike Guo","90280"
"12731","The Design Principles for Flow Experience in Educational Games.","Kristian Kiili|Sara de Freitas|Sylvester Arnab|Timo Lainema","90281"
"12732","A globally optimal approach for surveillance video cropping.","Jin Liu|Xiaohu Shi|Yu Zhang","90282"
"12733","Audition, The Game.","Diane Gromala|T. J. Lavender","90283"
"12734","Introducing the ""Serious Games Mechanics"" A Theoretical Framework to Analyse Relationships Between ""Game"" and""Pedagogical Aspects"" of Serious Games.","Andrew Macvean|Damian Brown|Damien Djaouti|Neil Suttie|Sandy Louchart|Theodore Lim|Wim Westera","90284"
"12735","Comparative Analysis of Software Repository Metrics in BioPerl, BioJava and BioRuby.","Dhundy Bastola|Lotfollah Najjar|M. Rahmani","90285"
"12736","A Review of Smart Environments for Energy Savings.","Abdulmotaleb El-Saddik|Eric Torunski|Mauricio Orozco Trujillo|Rana Othman","90287"
"12737","Toward a Computational Steering Framework for Large-Scale Composite Structures Based on Continually and Dynamically Injected Sensor Data.","A. Majumdar|Alison L. Marsden|F. Lanza di Scalea|M. Tatineni|Yuri Bazilevs","90289"
"12738","Vehicle Platoon Control with Multi-configuration Ability.","Baudouin Dafflon|Franck Gechter|Jean-Michel Contet|Madeleine El-Zaher","90290"
"12739","Realtime Local Navigation for the Blind: Detection of Lateral Doors and Sound Interface.","J. José|J. M. Hans du Buf|João M. F. Rodrigues|M. Moreno|Somayeh Shahrabadi","90291"
"12740","Hands-on Performance Tuning of 3D Finite Difference Earthquake Simulation on GPU Fermi Chipset.","Clark C. Guest|Didem Unat|Dong Ju Choi|Jun Zhou|Yifeng Cui","90292"
"12741","Exploiting Stand-in Redundancy to Improve Resilience in a System-of-Systems (SoS).","Karen B. Marais|Payuna Uday","90293"
"12742","The Serious Game Constructivist Framework for Children's Learning.","Chinedu Obikwelu|Janet C. Read","90294"
"12743","The Formation of the Qin Dynasty: A Socio-technical System of Systems.","Gregory L. Mayhew","90296"
"12744","Enhancing Mentoring Between Alumni and Students via Smart Alumni System.","Edward L. Jones|Hongmei Chi|Lakshmi P. Grandham","90297"
"12745","Optimization and Refinement of XML Schema Inference Approaches.","Irena Mlýnková|Jakub Stárka|Michal Klempa","90298"
"12746","A sub-cell force-based framework to derive cell-centered Lagrangian schemes on two-dimensional polygonal grids.","Pierre-Henri Maire","90299"
"12747","A Twitter-Based Weighted Reputation system.","Eman AlDwaisan|Eman AlQuraishi|Mohammad Jeragh","90300"
"12748","Out-of-core multi-frontal solver for multi-physics hp adaptive problems.","Anna Paszynska|David Pardo|Leszek F. Demkowicz|Maciej Paszynski","90301"
"12749","An OWL 2-Based Knowledge Platform Combining the Social and Semantic Webs for an Ambient Childhood Obesity Prevention System.","Arash Shaban-Nejad|David L. Buckeridge|Jinan El-Hachem|Laurette Dubé|Volker Haarslev","90302"
"12750","An Innovative Teaching Tool for the Verification of Abstract Data Type Implementations from Formal Algebraic Specifications.","Fernando Pérez Morente|Rafael del Vado Vírseda","90303"
"12751","On Round-off Error for Adaptive Finite Element Methods.","David Pardo|J. Alvarez-Aramberri|Lisandro Dalcín|Maciej Paszynski|Nathan O. Collier|Victor M. Calo","90305"
"12752","Methods for assimilating blood velocity measures in hemodynamics simulations: Preliminary results.","Alessandro Veneziani|Marta D'Elia","90306"
"12753","Framework for Distributed Policy-Based Management in Wireless Sensor Networks to Support Autonomic Behavior.","Nidal Qwasmi|Ramiro Liscano","90307"
"12754","Innovation as emergence: Hybrid agent enablers for evolutionary competence.","William D. Schindel","90308"
"12755","Novel algorithm for simulation of 3D quantum reactive atom-diatom scattering.","Ashot S. Gevorkyan|Gabriel G. Balint-Kurti|Gunnar Nyman","90309"
"12756","On using Multiple Interoperating Models to Address Complex Problems.","Abbas K. Zaidi|Ahmed Abu Jbara|Alexander H. Levis","90310"
"12757","Multi-fidelity design optimization of transonic airfoils using shape-preserving response prediction.","Leifur Þ. Leifsson|Slawomir Koziel","90312"
"12758","ANovel Chaotic Encryption Framework for Securing Palmprint Data.","Gaurav Bhatnagar|Q. M. Jonathan Wu","90313"
"12759","IFHNFS: fast indexing information in mobile devices.","Giovanni Pani|Giuseppe Gargiuolo|Nicola Corriero","90314"
"12760","Positive Deviance Approach for Identifying Next-Generation System Engineering Best Practices.","Shahram Sarkani|Steven Doskey|Thomas A. Mazzuchi","90315"
"12761","A Performance Evaluation of Preference Evaluation Techniques in Real High Dimensional Database.","Ali Amer Alwan|Fatimah Sidi|Hamidah Ibrahim|Nur Izura Udzir|Tan Chik Yip","90316"
"12762","Credit risk evaluation by using nearest subspace method.","Wenhan Jiang|Xiaofei Zhou|Yong Shi","90317"
"12763","An Improvement of Choosing Map-join Candidates in Hive.","Fang Wang|Yong Shi","90318"
"12764","ASIODS - An Asynchronous and Smart I/O Delegation System.","Henri Calandra|Maxime R. Hugues|Michael Moretti|Serge G. Petiton","90319"
"12765","Evolving Taxonomy of Business Models for Mobile Service Delivery Platform.","A. Mladenowa|Alexander Becker|Christine Strauss|Natalia Kryvinska","90321"
"12766","Preface.","Elhadi Shakshuki|Muhammad Younas|Quan Z. Sheng","90322"
"12767","Evaluation of a distributed numerical simulation optimization approach applied to aquifer remediation.","Bruno Schulze|Eduardo L. M. Garcia|Helio J. C. Barbosa|Patrícia A. P. Costa","90324"
"12768","iThink: A Game-Based Approach Towards Improving Collaboration and Participation in Requirement Elicitation.","Carla Farinha|Claudia Ribeiro|Diogo Duarte|João Fernandes|João Madeiras Pereira|Miguel Mira da Silva","90329"
"12769","High-Level Manipulation of OpenCL-Based Subvectors and Submatrices.","Karl Rupp","90330"
"12770","A Context-Aware Cross-Layer Broadcast Model for Ad Hoc Networks: Analysis of Multi-Hop Routing.","Aris M. Ouksel|Doug Lundquist","90332"
"12771","A multi-country prosperity index by two-dimension singular spectrum analysis.","Haibin Xie|Jiawei Zhang|Shouyang Wang","90333"
"12772","Concept Analysis to Enrich Manufacturing Service Capability Models.","Boonserm Kulvatunyou|Junho Shin|Nenad Ivezic|Yunsu Lee","90334"
"12773","Video intelligence workshop (VI-2010).","Yang Cai","90336"
"12774","Towards a Multi-Level Cache Performance Model for 3D Stencil Computation.","Mauricio Araya-Polo|Raúl de la Cruz","90341"
"12775","Systems Thinking: A Comparison between Chinese and Western Approaches.","Ricardo Valerdi|Rui Kang|Xing Pan","90342"
"12776","Design of a Highly Maneuverable Mobile Robot.","R. Shah|Rajab Challoo|Selahattin Ozcelik","90343"
"12777","Multi-Pose Face Recognition And Tracking System.","Binu Muraleedharan Nair|Jacob Foytik|Richard Tompkins|Theus H. Aspiras|Vijayan K. Asari|Yakov Diskin","90344"
"12778","Forecasting Power Output of Solar Photovoltaic System Using Wavelet Transform and Artificial Intelligence Techniques.","Ashraf Ul Haque|Julian Meng|Paras Mandal|Ricardo L. Pineda|Surya Teja Swarroop Madhira","90348"
"12779","A Universal Identifier for Computational Results.","David L. Donoho|Matan Gavish","90352"
"12780","Towards a Biocybernetic Approach for Serious Games Real-time Psychophysiological Inferences for Adaptive Agents in Serious Games.","Jim Ritchie|Neil Suttie|Sandy Louchart|Theodore Lim","90354"
"12781","Performance Analysis of Web Services on Mobile Devices.","Duminda Wijesekera|KamalEldin Mohamed","90356"
"12782","IT Project Failure: A Proposed Four-Phased Adaptive Multi-Method Approach.","Peggy Brouse|Rosana Stoica","90357"
"12783","Iterative learning control of dynamic memory caching to enhance processing performance on java platform.","Mutlu Ercan|Tankut Acarman","90358"
"12784","Block-asynchronous Multigrid Smoothers for GPU-accelerated Systems.","Hartwig Anzt|Jack Dongarra|Mark Gates|Stanimire Tomov|Vincent Heuveline","90359"
"12785","A two scale model of air corona discharges.","François Rogier|Guillaume Dufour|Pierre Seimandi","90361"
"12786","Restoring Wireless Sensor Network Connectivity in Damaged Environments.","Cormac J. Sreenan|Kenneth N. Brown|Thuy T. Truong","90364"
"12787","Climate Classifications: the Value of Unsupervised Clustering.","Jakob Zscheischler|Miguel D. Mahecha|Stefan Harmeling","90366"
"12788","Scheduling of scientific workflows using a chaos-genetic algorithm.","Anahita Morvaridi|Fahime Moein-darbari|Golnar Gharooni-fard|Hossein Deldari","90367"
"12789","Modeling Combinatorial Optimization Problems using Electimize.","Ahmed Khalafallah|Mohamed Abdel-Raheem","90368"
"12790","Entity Disambiguation with Textual and Connection Information.","Jianmin Wu|Lingfeng Niu|Yong Shi","90369"
"12791","Time space domain decomposition for reactive transport.","Anthony Michel|Filipa Caetano|Florian Haeberlein","90370"
"12792","Optimizing the Trade-offs Between Cost and Performance in Scientific Computing.","Alberto Nuñez|César Andrés|Mercedes G. Merayo","90371"
"12793","Obtaining simultaneous equation models from a set of variables through genetic algorithms.","Domingo Giménez|Jose-Juan López-Espín","90372"
"12794","Energy Efficiency on Location Based Applications in Mobile Cloud Computing: A Survey.","Ivan Stojmenovic|Xiao Ma|Yong Cui","90373"
"12795","Coupling visualization and data analysis for knowledge discovery from multi-dimensional scientific data.","Angela H. DePace|Bernd Hamann|Cameron G. R. Geddes|Charless C. Fowlkes|Cris L. Luengo Hendriks|David W. Knowles|E. Wes Bethel|Estelle Cormier-Michel|Hank Childs|Hans Hagen|Jeremy S. Meredith|Jitendra Malik|Mark D. Biggin|Michael B. Eisen|Min-Yu Huang|Oliver Rübel|Peter Messmer|Prabhat|Sean Ahern|Soile V. E. Keränen","90374"
"12796","Business Process Integration using Telco Mashups.","Frank Weinhold|Hendrik Gebhardt|Martin Gaedke|Olexiy Chudnovskyy","90375"
"12797","Applying Epistemology to System Engineering: An Illustration.","Reginald Ratcliff","90376"
"12798","Facilitating Authentic Reasoning About Complex Systems in Middle School Science Education.","Ashok K. Goel|David A. Joyner|David M. Majerich","90377"
"12799","Adaptive TDMA Slot Assignment Using Request Aggregation in Wireless Sensor Networks.","Abdulaziz Barnawi","90378"
"12800","Ridge Detection with the Steepest Ascent Method.","Kensei Tsuchida|Kenshi Nomaki|Kimio Sugita|Koichi Anada|Shinji Koka|Takeo Yaku","90379"
"12801","Key Predistribution Scheme for Grid Based Wireless Sensor Networks using Quadruplex Polynomial Shares per Node.","V. Raghavendar|V. Sridhar","90380"
"12802","Modeling and Analysis of Safety in Early Design.","David C. Jensen|Irem Y. Tumer","90381"
"12803","Development of Navigation Skills Through Audio Haptic Videogaming in Learners Who are Blind.","Jaime Sánchez","90382"
"12804","Dimensional recursion for multivariate adaptive integration.","Elise de Doncker|Karlis Kaugars","90384"
"12805","Implementations of Urgent Computing on Production HPC Systems.","Asmit Majumdar|D. J. Choi|Eva Hocks|K. K. Yoshimoto|R. L. Moore","90385"
"12806","First principle study of the trans and gauche rotamers of 1, 2dihalogenodisilanes (XSiH","Ponnadurai Ramasami","90386"
"12807","Distributed computing in accelerator physics theory and technology.","S. Andrianov","90388"
