Keyword_ID,key,topic,Topic_ID
41453,Urgent,GenomeEditing,10
41454,oximetry,QuantumPhysics,34
41455,Impact,Behavior,44
41456,Poynting,SpaceExploration,12
41457,powers,Atmosphere,38
41458,Industries,Addiction,33
41459,Infusions,Genetics,35
41460,reserve,Astrophysics,42
41461,photomultiplier,Addiction,33
41462,Electrooptical,Cybersecurity,13
41463,chips,3DPrinting,21
41464,Electromechanical,TissueEngineering,23
41465,Burg,Psychology,17
41466,Subscriber,LanguageProcessing,37
41467,Hadamard-transform,LanguageProcessing,37
41468,Visuoinertial,Immunology,46
41469,deconvolution,Bioinformatics,2
41470,multiexponential,Agriculture,19
41471,Self-organizing,GameTheory,30
41472,guarded,Genetics,35
41473,Cauchy,Economics,49
41474,Suitable,DataScience,47
41475,Threshold,Agriculture,19
41476,dependability,Economics,49
41477,Bridges,Epidemiology,4
41478,Topologies,Humanities,40
41479,Reduced,QuantumComputing,5
41480,Ferrites,Astrophysics,42
41481,Cyfluthrin,Epidemiology,4
41482,spin-valve,Virology,41
41483,Automatic-test,Psychology,17
41484,capacitors,RenewableEnergy,7
41485,P-channel,Agriculture,19
41486,Multipair,Nanotechnology,3
41487,AgGaS,Epidemiology,4
41488,shunts,SocialNetworks,11
41489,computed,Cryptocurrencies,24
41490,Bimorphs,Oceanography,22
41491,CdTe,Cryptocurrencies,24
41492,IFDI,CancerBiology,29
41493,Operations,IoT,45
41494,parameterized,Paleontology,26
41495,Magnetocardiography,Astrophysics,42
41496,Polarimetry,QuantumComputing,5
41497,double-laser,Cryptocurrencies,24
41498,ordering,TissueEngineering,23
41499,Microwaves,EvolutionaryBiology,20
41500,utilization,Robotics,8
41501,Train,AugmentedReality,25
41502,Windkessel,WirelessCommunication,27
41503,IGS,UrbanPlanning,16
41504,GPS-smoothed,Astrophysics,42
41505,Signs,GenomeEditing,10
41506,pesticide,IoT,45
41507,spin-flips,Human-ComputerInteraction,15
41508,Rendering,Neuroscience,9
41509,Hardness,Addiction,33
41510,MESFET,EvolutionaryBiology,20
41511,HEMT,DrugDiscovery,14
41512,D-shaped,Atmosphere,38
41513,Bending,Wearables,32
41514,Step,Cryptocurrencies,24
41515,Keyboard,Immunology,46
41516,Connections,Genetics,35
41517,Sweden,Pollution,31
41518,Shift,DrugDiscovery,14
41519,Mitigating,Oceanography,22
41520,FFT-analyzer,ClimateChange,1
41521,hydrogen,Ecology,36
41522,Calorimetric,EvolutionaryBiology,20
41523,Contrast,Materials,39
41524,Tissues,Transportation,43
41525,Rydberg,AugmentedReality,25
41526,Linking,Materials,39
41527,THz,GameTheory,30
41528,HeNe,Modeling,28
41529,Hot-wire,Cybersecurity,13
41530,ACFM,Paleontology,26
41531,plates,Behavior,44
41532,wind,WirelessCommunication,27
41533,Variants,BiomedicalImaging,18
41534,combination,3DPrinting,21
41535,Single-clock,ArtificialIntelligence,0
41536,single-latch,Agriculture,19
41537,scan,QuantumPhysics,34
41538,ladders,DrugDiscovery,14
41539,current-output,Pollution,31
41540,Observer,Atmosphere,38
41541,Imagery,Oceanography,22
41542,Oscillation-test,Wearables,32
41543,Logger,Genetics,35
41544,Compatibility,QuantumPhysics,34
41545,Likelihood,StemCells,6
41546,nonlinearly,QuantumPhysics,34
41547,length,Atmosphere,38
41548,Forane,Neuroscience,9
41549,TGS,3DPrinting,21
41550,Selected,SpaceExploration,12
41551,Fountain,SpaceExploration,12
41552,CAHR,GenomeEditing,10
41553,Contextually,Psychology,17
41554,soil,Wearables,32
41555,Teslameter,WirelessCommunication,27
41556,Loops,Behavior,44
41557,diagnostic,Ecology,36
41558,Nets,Ecology,36
41559,Randomly,Immunology,46
41560,Sampled,ClimateChange,1
41561,Microsystem,DrugDiscovery,14
41562,Biological,Psychology,17
41563,nanometer,WirelessCommunication,27
41564,Interferometery,StemCells,6
41565,Surveyor,Oceanography,22
41566,Pathfinder,Atmosphere,38
41567,treatment,DataScience,47
41568,wearable,Psychology,17
41569,Optic,Human-ComputerInteraction,15
41570,SNS,SocialNetworks,11
41571,Resistivity,UrbanPlanning,16
41572,ETL,Behavior,44
41573,Manipulators,SpaceExploration,12
41574,Macroelectronics,Economics,49
41575,communication,Paleontology,26
41576,Chamber,Agriculture,19
41577,Microcontrollers,ClimateChange,1
41578,arm,Robotics,8
41579,makers,Paleontology,26
41580,cost-effective,Agriculture,19
41581,wafer-level,Neuroscience,9
41582,Seafloor,QuantumComputing,5
41583,Insulation,Epidemiology,4
41584,Thin-Film,Genetics,35
41585,window,Rights,48
41586,pseudo,Behavior,44
41587,Walls,Paleontology,26
41588,reusable,Robotics,8
41589,NPLI,CancerBiology,29
41590,X-band,Neuroscience,9
41591,Bit,QuantumPhysics,34
41592,Dot,RenewableEnergy,7
41593,timber,Oceanography,22
41594,mechanics-based,Rights,48
41595,Squares,GameTheory,30
41596,cephalometry,Bioinformatics,2
41597,Aspect,Virology,41
41598,Innovation,ClimateChange,1
41599,Acoustics,Nanotechnology,3
41600,photometry,Astrophysics,42
41601,lambda,Behavior,44
41602,Imagers,Rights,48
41603,Millimeter-Wave,GameTheory,30
41604,features,Virology,41
41605,customization,Astrophysics,42
41606,Optoelectronic,Pollution,31
41607,Rendezvous,RenewableEnergy,7
41608,ROSAR,Virology,41
41609,Rule,Transportation,43
41610,Boards,Rights,48
41611,Valley,Economics,49
41612,Representing,WirelessCommunication,27
41613,Schemata,Agriculture,19
41614,Parser,CancerBiology,29
41615,CLP,Cryptocurrencies,24
41616,Lexicology,Atmosphere,38
41617,LEU,Agriculture,19
41618,Outlines,Pollution,31
41619,LILOG,Neuroscience,9
41620,Ontology,Humanities,40
41621,Term,StemCells,6
41622,Database,ClimateChange,1
41623,Anaphora,Immunology,46
41624,Presupposition,Paleontology,26
41625,Triangle,Psychology,17
41626,Linguistics,Epidemiology,4
41627,Expressions,DataScience,47
41628,Solving,Transportation,43
41629,Multiprocessor,GameTheory,30
41630,Meanings,UrbanPlanning,16
41631,Introducing,SpaceExploration,12
41632,Grammars,AugmentedReality,25
41633,Mechanisma,Paleontology,26
41634,Categorial,Rights,48
41635,Query,SpaceExploration,12
41636,Engineering,Oceanography,22
41637,Databases,UrbanPlanning,16
41638,Property,BiomedicalImaging,18
41639,Texts,Psychology,17
41640,FEMUS,IoT,45
41641,Federated,Materials,39
41642,Interdependencies,Epidemiology,4
41643,Multidatabase,StemCells,6
41644,Deductive,Wearables,32
41645,Restriction,SocialNetworks,11
41646,STUF,UrbanPlanning,16
41647,Chart-Parsing,QuantumPhysics,34
41648,Toupie,Behavior,44
41649,Checking,DrugDiscovery,14
41650,Indexical,Agriculture,19
41651,Persistent,Modeling,28
41652,Amalgame,Virology,41
41653,Interoperating,CancerBiology,29
41654,COMPOSE,Virology,41
41655,Unification-ID,ArtificialIntelligence,0
41656,Formalization,Immunology,46
41657,Knowledge,Economics,49
41658,Lexical,QuantumPhysics,34
41659,Kinds,Virology,41
41660,Metaknowledge,Modeling,28
41661,Negation,GenomeEditing,10
41662,Pruning,Ecology,36
41663,Phrase,CancerBiology,29
41664,Depictions,QuantumComputing,5
41665,Text,ClimateChange,1
41666,LILOG-DB,Agriculture,19
41667,Formalism,BiomedicalImaging,18
41668,Reals,BiomedicalImaging,18
41669,Cooperating,Oceanography,22
41670,OOAD,Oceanography,22
41671,Formalisms,BiomedicalImaging,18
41672,Description,QuantumPhysics,34
41673,Rules,TissueEngineering,23
41674,Pseudo-Boolean,Ecology,36
41675,Trace,Wearables,32
41676,Treatment,Pollution,31
41677,Plurality,GenomeEditing,10
41678,L-LILOG,Human-ComputerInteraction,15
41679,Formulator,WirelessCommunication,27
41680,Constructing,Virology,41
41681,Interpretation,Rights,48
41682,Argument,Materials,39
41683,Concepts,Immunology,46
41684,Relation,Pollution,31
41685,Imagining,UrbanPlanning,16
41686,equiv,WirelessCommunication,27
41687,Workbench,SpaceExploration,12
41688,Vocabulary,Robotics,8
41689,Extensions,Immunology,46
41690,Packets,StemCells,6
41691,Deduction,Bioinformatics,2
41692,Paradigm,Rights,48
41693,Morphological,ClimateChange,1
41694,Relationship,ClimateChange,1
41695,age-related,Pollution,31
41696,AUC,TissueEngineering,23
41697,Maximizing,IoT,45
41698,FILTWAM,Virology,41
41699,tweet-ing,Materials,39
41700,Early,BiomedicalImaging,18
41701,Bird,Nanotechnology,3
41702,solver,Oceanography,22
41703,Organizations,StemCells,6
41704,Flight,EvolutionaryBiology,20
41705,Thinking,LanguageProcessing,37
41706,Engineers,Agriculture,19
41707,non-censored,Wearables,32
41708,event,Bioinformatics,2
41709,Skeletons,Atmosphere,38
41710,Shifting,LanguageProcessing,37
41711,Boltzmann,SpaceExploration,12
41712,robustness,BiomedicalImaging,18
41713,one-period,Epidemiology,4
41714,Experiences,Modeling,28
41715,sketches,3DPrinting,21
41716,agent-based,Epidemiology,4
41717,paradigm,Paleontology,26
41718,UML,Transportation,43
41719,Abstraction,CancerBiology,29
41720,meshes,Robotics,8
41721,mimetic,Psychology,17
41722,tensor,Cybersecurity,13
41723,policy,Bioinformatics,2
41724,service,DrugDiscovery,14
41725,Hospital,Humanities,40
41726,Paper,Addiction,33
41727,Emerging,Human-ComputerInteraction,15
41728,Weights,Oceanography,22
41729,Multiclass,Human-ComputerInteraction,15
41730,CMS,ArtificialIntelligence,0
41731,Sliced,Cybersecurity,13
41732,COO,Neuroscience,9
41733,Format,Oceanography,22
41734,NOVCA,LanguageProcessing,37
41735,Superscalar,TissueEngineering,23
41736,HMMER,DrugDiscovery,14
41737,Viewpoints,Wearables,32
41738,Android,QuantumPhysics,34
41739,FB-AODV,GameTheory,30
41740,Contexts,Virology,41
41741,Modelling,Agriculture,19
41742,agents,Robotics,8
41743,Datasets,Modeling,28
41744,Hadoop-based,IoT,45
41745,Optimizations,CancerBiology,29
41746,Coverage,QuantumComputing,5
41747,Dense,DrugDiscovery,14
41748,Infrastructures,StemCells,6
41749,POWDER,WirelessCommunication,27
41750,Triple,Behavior,44
41751,Discovery,EvolutionaryBiology,20
41752,Workload,Cybersecurity,13
41753,Location-based,Genetics,35
41754,Folksonomy,Behavior,44
41755,approximation,Humanities,40
41756,rendering,Psychology,17
41757,image-based,ArtificialIntelligence,0
41758,Solvation,Cryptocurrencies,24
41759,polyelectrolytes,EvolutionaryBiology,20
41760,predictions,Behavior,44
41761,Neighbor,Transportation,43
41762,Histogram-based,Pollution,31
41763,Pressures,DrugDiscovery,14
41764,Galerkin,Wearables,32
41765,Site,Nanotechnology,3
41766,Daily,Bioinformatics,2
41767,crypts,Wearables,32
41768,convection-diffusion,Genetics,35
41769,Enterprise,Nanotechnology,3
41770,AID,Atmosphere,38
41771,MPI,Rights,48
41772,Anisotropic,3DPrinting,21
41773,Micro-context,GenomeEditing,10
41774,Living,Rights,48
41775,Graph-theoretic,Paleontology,26
41776,Tools,DrugDiscovery,14
41777,Inhibitors,Nanotechnology,3
41778,Expediting,Behavior,44
41779,Border,Neuroscience,9
41780,GAIA,Paleontology,26
41781,Agents,Oceanography,22
41782,CPU,StemCells,6
41783,GPU,GameTheory,30
41784,Composition,DrugDiscovery,14
41785,Bicycles,ClimateChange,1
41786,Adaptable,UrbanPlanning,16
41787,Polytopes,ClimateChange,1
41788,Binding,UrbanPlanning,16
41789,Role,Oceanography,22
41790,Outcomes,Cryptocurrencies,24
41791,behaviors,Genetics,35
41792,Resources,ClimateChange,1
41793,Tolerant,Astrophysics,42
41794,Quadrature-based,CancerBiology,29
41795,Integrating,Robotics,8
41796,scheduling,Immunology,46
41797,Multi-level,Addiction,33
41798,Balancing,GenomeEditing,10
41799,Metric,ClimateChange,1
41800,Operational,Ecology,36
41801,Storm,Wearables,32
41802,lasers,WirelessCommunication,27
41803,Escript,Addiction,33
41804,Melt,Ecology,36
41805,SoS,GenomeEditing,10
41806,Credit,Genetics,35
41807,Steering,Humanities,40
41808,Decision,GenomeEditing,10
41809,Compendium,GameTheory,30
41810,architecting,StemCells,6
41811,Lagrangian,Genetics,35
41812,Riemann,Transportation,43
41813,VAR,3DPrinting,21
41814,CRRA,IoT,45
41815,utility,QuantumComputing,5
41816,DDDAS,SocialNetworks,11
41817,SOA,Immunology,46
41818,Physical,Oceanography,22
41819,Free-Surface,LanguageProcessing,37
41820,Family,Human-ComputerInteraction,15
41821,Divide,Materials,39
41822,Actor,BiomedicalImaging,18
41823,Pulsatile,Transportation,43
41824,aneurysms,Ecology,36
41825,SWOOP,WirelessCommunication,27
41826,adjustable,Virology,41
41827,lazy,Cybersecurity,13
41828,Trainees,LanguageProcessing,37
41829,Aggregation,EvolutionaryBiology,20
41830,Emergence,DataScience,47
41831,mCHOIS,Immunology,46
41832,Surveillance,SocialNetworks,11
41833,Stackelberg,Psychology,17
41834,Compressible,StemCells,6
41835,Lattice,AugmentedReality,25
41836,Affliation,StemCells,6
41837,Routing,Atmosphere,38
41838,CARA,CancerBiology,29
41839,Healthcare,ArtificialIntelligence,0
41840,Implementing,Human-ComputerInteraction,15
41841,tolerance,BiomedicalImaging,18
41842,MBSE,EvolutionaryBiology,20
41843,Enhance,Pollution,31
41844,Scenarios,Transportation,43
41845,Pattern-based,BiomedicalImaging,18
41846,Generic,Oceanography,22
41847,optimality,SocialNetworks,11
41848,Policies,UrbanPlanning,16
41849,Fourth,3DPrinting,21
41850,order,Psychology,17
41851,Integer,Astrophysics,42
41852,Lending,Behavior,44
41853,Centres,Nanotechnology,3
41854,Prices,SpaceExploration,12
41855,Haskell,SocialNetworks,11
41856,Lock-based,Modeling,28
41857,Applicability,Robotics,8
41858,Hijack,LanguageProcessing,37
41859,construal,Psychology,17
41860,Conceptual,Neuroscience,9
41861,prediction,Cryptocurrencies,24
41862,Cut,Cryptocurrencies,24
41863,Peasant,Humanities,40
41864,GPGPU,Rights,48
41865,Obsidian,Cybersecurity,13
41866,kernel,CancerBiology,29
41867,SCIARA,Psychology,17
41868,Cellular,TissueEngineering,23
41869,Automata,Behavior,44
41870,InfoVis,Materials,39
41871,Agent-based,Behavior,44
41872,Stereo,Rights,48
41873,ligand,Addiction,33
41874,Dyslexic,Materials,39
41875,Sets,AugmentedReality,25
41876,NOA,QuantumComputing,5
41877,Scalable,Neuroscience,9
41878,probabilistic,Psychology,17
41879,cellular,UrbanPlanning,16
41880,Seminal,Neuroscience,9
41881,Stacks,GenomeEditing,10
41882,Raising,BiomedicalImaging,18
41883,DMESS,IoT,45
41884,Revisited,Neuroscience,9
41885,Biometrics,Epidemiology,4
41886,Knowledge-guided,Virology,41
41887,Geomedia,GenomeEditing,10
41888,Cube,QuantumPhysics,34
41889,eScience,Transportation,43
41890,Intuitive,UrbanPlanning,16
41891,column,IoT,45
41892,VOF,WirelessCommunication,27
41893,Resilience,Robotics,8
41894,Langevin,QuantumPhysics,34
41895,Departments,Wearables,32
41896,Cooperative,Cybersecurity,13
41897,Stakeholders,WirelessCommunication,27
41898,ACE,StemCells,6
41899,CSE,ArtificialIntelligence,0
41900,Adoption,Robotics,8
41901,Chemical,BiomedicalImaging,18
41902,Enterprises,Materials,39
41903,Lean,SpaceExploration,12
41904,Expert,Agriculture,19
41905,Component-based,Genetics,35
41906,delivery,Robotics,8
41907,Reliability,Paleontology,26
41908,Parallelization,Materials,39
41909,generated,Agriculture,19
41910,Adsorption,Behavior,44
41911,Zeolitic,Addiction,33
41912,Preface,Psychology,17
41913,Organization,UrbanPlanning,16
41914,Equations,DrugDiscovery,14
41915,Few-body,Virology,41
41916,JIL,Robotics,8
41917,Developing,LanguageProcessing,37
41918,deploying,EvolutionaryBiology,20
41919,biofilms,QuantumPhysics,34
41920,Excluding,Cybersecurity,13
41921,Priority,CancerBiology,29
41922,Calculations,Bioinformatics,2
41923,Intracellular,Virology,41
41924,Gag,Genetics,35
41925,ACGT,TissueEngineering,23
41926,retrospect,Astrophysics,42
41927,MAC,StemCells,6
41928,Success,Rights,48
41929,Era,RenewableEnergy,7
41930,folding,QuantumComputing,5
41931,misfolding,QuantumComputing,5
41932,Keynote,QuantumPhysics,34
41933,chatlines,GenomeEditing,10
41934,Usage,Rights,48
41935,Simplifying,Transportation,43
41936,clustering,IoT,45
41937,improving,Modeling,28
41938,Disorders,QuantumComputing,5
41939,Mesoscopic,Robotics,8
41940,Accelerator,UrbanPlanning,16
41941,CUDA,GameTheory,30
41942,Gravitational,Rights,48
41943,units,Agriculture,19
41944,Proposition,Neuroscience,9
41945,Restart,BiomedicalImaging,18
41946,Speculative,Modeling,28
41947,Attack,UrbanPlanning,16
41948,Mesh,BiomedicalImaging,18
41949,Payment,Nanotechnology,3
41950,Anonymous,Pollution,31
41951,Viewer,Genetics,35
41952,terrain,Pollution,31
41953,TECA,Agriculture,19
41954,RQ-Tech,UrbanPlanning,16
41955,spatio-temporal,Cryptocurrencies,24
41956,queue,GenomeEditing,10
41957,Photographs,UrbanPlanning,16
41958,Geographic,QuantumPhysics,34
41959,self-organization,DataScience,47
41960,OdinTelehealth,SocialNetworks,11
41961,Telehealth,SpaceExploration,12
41962,Star-shaped,LanguageProcessing,37
41963,polyhedron,Ecology,36
41964,Disabilities,DataScience,47
41965,Compatible,UrbanPlanning,16
41966,preserving,Nanotechnology,3
41967,Projects,Virology,41
41968,Marketplace,LanguageProcessing,37
41969,Multidisciplinary,Nanotechnology,3
41970,Candlestick,Epidemiology,4
41971,Emergency,CancerBiology,29
41972,verification,EvolutionaryBiology,20
41973,auction,EvolutionaryBiology,20
41974,GPUs,Neuroscience,9
41975,element,Human-ComputerInteraction,15
41976,Infrastructure,GameTheory,30
41977,Hodgkin,Epidemiology,4
41978,Huxley,Transportation,43
41979,fluctuations,QuantumPhysics,34
41980,aggregate,AugmentedReality,25
41981,trees,GameTheory,30
41982,slantlet,Atmosphere,38
41983,autonomic,Modeling,28
41984,fully,Oceanography,22
41985,evolutionary,QuantumComputing,5
41986,ICCS,ClimateChange,1
41987,Factorization,Transportation,43
41988,Multi-GPU,Virology,41
41989,Multithreaded,Oceanography,22
41990,Poisson,Genetics,35
41991,Solver,GameTheory,30
41992,Time-dependent,QuantumComputing,5
41993,Shortest,Cryptocurrencies,24
41994,Grouping,GameTheory,30
41995,sets,ClimateChange,1
41996,Stokes,Cryptocurrencies,24
41997,kanban,Behavior,44
41998,Hedging,DataScience,47
41999,funds,RenewableEnergy,7
42000,EasyLoc,Materials,39
42001,Easy,DrugDiscovery,14
42002,GRAPE-DR,Economics,49
42003,Global,Cryptocurrencies,24
42004,advection,StemCells,6
42005,GERT,Economics,49
42006,t-norm,DataScience,47
42007,equations,GenomeEditing,10
42008,viscous,3DPrinting,21
42009,CFD,Wearables,32
42010,abstract,Oceanography,22
42011,Lung,Epidemiology,4
42012,Cancer,Nanotechnology,3
42013,Sides,Astrophysics,42
42014,Cholesky,UrbanPlanning,16
42015,multicore,Pollution,31
42016,processor,QuantumComputing,5
42017,TEAM,QuantumComputing,5
42018,Second-order,Genetics,35
42019,WTCS,GenomeEditing,10
42020,dam,GameTheory,30
42021,Guide,Cybersecurity,13
42022,Hook,Economics,49
42023,GMRES,ClimateChange,1
42024,reinforcement,Wearables,32
42025,computations,DataScience,47
42026,RDX,Cryptocurrencies,24
42027,Atomistic,QuantumPhysics,34
42028,Brazil,LanguageProcessing,37
42029,Accessible,Bioinformatics,2
42030,Lecturers,Immunology,46
42031,Challenge,Addiction,33
42032,Workflow,Behavior,44
42033,Excitability,Astrophysics,42
42034,CHIMERA,EvolutionaryBiology,20
42035,Diffusion,Epidemiology,4
42036,Broadcast,LanguageProcessing,37
42037,Explorable,Nanotechnology,3
42038,Verifying,Modeling,28
42039,HASCH,UrbanPlanning,16
42040,Rates,Materials,39
42041,Heterogeneous,Oceanography,22
42042,Deafness,IoT,45
42043,Describing,Behavior,44
42044,Epileptogenesis,Ecology,36
42045,Progressions,Behavior,44
42046,Earthquake,Ecology,36
42047,Interrelations,Immunology,46
42048,heat,Robotics,8
42049,InSt,Bioinformatics,2
42050,Governing,3DPrinting,21
42051,Publications,StemCells,6
42052,Perpetuation,Bioinformatics,2
42053,Evolving,Cybersecurity,13
42054,spiking,TissueEngineering,23
42055,Interpretative,Atmosphere,38
42056,adjoints,Modeling,28
42057,AWS-Policy,WirelessCommunication,27
42058,Safety,DataScience,47
42059,Product,Virology,41
42060,Pavement,Ecology,36
42061,Void,QuantumPhysics,34
42062,winds,BiomedicalImaging,18
42063,Initiative,IoT,45
42064,Publishing,Bioinformatics,2
42065,Burned,Robotics,8
42066,Area,Wearables,32
42067,Latent,Neuroscience,9
42068,Deep,Addiction,33
42069,Tree,Humanities,40
42070,Augmenting,Human-ComputerInteraction,15
42071,Bioinformatics,GenomeEditing,10
42072,Search,GameTheory,30
42073,Satisfiability,StemCells,6
42074,Merged,Wearables,32
42075,Missions,Robotics,8
42076,Assessing,Astrophysics,42
42077,curriculum,ArtificialIntelligence,0
42078,refining,Humanities,40
42079,Avatars,RenewableEnergy,7
42080,Worlds,Astrophysics,42
42081,Ability,DataScience,47
42082,Interest,Pollution,31
42083,Runtime,DataScience,47
42084,sparse,Immunology,46
42085,Computations,Ecology,36
42086,Climate-G,Humanities,40
42087,Neuroinformatics,Transportation,43
42088,Kepler,DrugDiscovery,14
42089,Ensemble,GenomeEditing,10
42090,LabWiki,LanguageProcessing,37
42091,multiagent,QuantumComputing,5
42092,Cues,TissueEngineering,23
42093,Clusters,RenewableEnergy,7
42094,Oriented,WirelessCommunication,27
42095,Opportunistic,Human-ComputerInteraction,15
42096,Collages,SocialNetworks,11
42097,Phone,Transportation,43
42098,Flood,StemCells,6
42099,Meta-architectures,IoT,45
42100,Pareto,Economics,49
42101,Combustion,IoT,45
42102,Heat,Genetics,35
42103,developments,CancerBiology,29
42104,Spans,CancerBiology,29
42105,Multiplatform,Bioinformatics,2
42106,Facilitate,IoT,45
42107,Stack,Atmosphere,38
42108,Perimeter,Ecology,36
42109,LNT,SocialNetworks,11
42110,Logical,Transportation,43
42111,Centred,GameTheory,30
42112,Handover,Bioinformatics,2
42113,Peering,QuantumPhysics,34
42114,Metabolic,ClimateChange,1
42115,Deflated,QuantumPhysics,34
42116,Incomplete,QuantumPhysics,34
42117,Iridacycle,ArtificialIntelligence,0
42118,Wolff,Robotics,8
42119,SAGA-based,Cryptocurrencies,24
42120,resources,Atmosphere,38
42121,Run-time,Wearables,32
42122,Micro-simulation,ArtificialIntelligence,0
42123,Assertions,StemCells,6
42124,Winter,WirelessCommunication,27
42125,Ice,ArtificialIntelligence,0
42126,FEM,Addiction,33
42127,mesh,EvolutionaryBiology,20
42128,Newton-Krylov,Agriculture,19
42129,Businesses,GameTheory,30
42130,Disability,QuantumComputing,5
42131,Accessibility,CancerBiology,29
42132,PCA,Bioinformatics,2
42133,disjoint-path,DataScience,47
42134,hypercubes,Paleontology,26
42135,routing,WirelessCommunication,27
42136,schemes,Agriculture,19
42137,modelling,Ecology,36
42138,Context-aware,DataScience,47
42139,e-Work,Human-ComputerInteraction,15
42140,medium,RenewableEnergy,7
42141,Palsy,Ecology,36
42142,Inclusion,Materials,39
42143,Ubiquity,IoT,45
42144,Austere,Behavior,44
42145,Multifractals,CancerBiology,29
42146,Porous,Immunology,46
42147,Conceptional,DrugDiscovery,14
42148,Driven,DataScience,47
42149,Mouth,CancerBiology,29
42150,Disease,Nanotechnology,3
42151,Streams,Wearables,32
42152,Commonalities,StemCells,6
42153,GPH,CancerBiology,29
42154,Tabu,Behavior,44
42155,trucks,Bioinformatics,2
42156,interactive,LanguageProcessing,37
42157,Coast,Ecology,36
42158,Experiential,SpaceExploration,12
42159,Computationally,Cryptocurrencies,24
42160,artery,GenomeEditing,10
42161,Scrum,ArtificialIntelligence,0
42162,Engineered,TissueEngineering,23
42163,Evacuation,Bioinformatics,2
42164,immersive,Epidemiology,4
42165,CReMe,QuantumPhysics,34
42166,CPUs,Astrophysics,42
42167,PAPP,EvolutionaryBiology,20
42168,fracture,Ecology,36
42169,Items,Materials,39
42170,ATLS,Ecology,36
42171,MBSI,Pollution,31
42172,Principles,CancerBiology,29
42173,Portals,GenomeEditing,10
42174,Maslow,SocialNetworks,11
42175,hierarchy,RenewableEnergy,7
42176,predictive,WirelessCommunication,27
42177,scientific,Neuroscience,9
42178,Motif,Cybersecurity,13
42179,Large,EvolutionaryBiology,20
42180,Meso-GSHMC,StemCells,6
42181,scorecard,Virology,41
42182,Disorder,TissueEngineering,23
42183,Tabletop,Oceanography,22
42184,FACETA,Pollution,31
42185,Checkpointing,Rights,48
42186,Transactional,Modeling,28
42187,ASPECS,Wearables,32
42188,Schedules,Human-ComputerInteraction,15
42189,Walks,Modeling,28
42190,ThermoNet,3DPrinting,21
42191,Stimulating,SocialNetworks,11
42192,Entrepreneurship,EvolutionaryBiology,20
42193,workshop,DataScience,47
42194,flows,QuantumComputing,5
42195,COGEF,QuantumPhysics,34
42196,Minority,Genetics,35
42197,Serving,ArtificialIntelligence,0
42198,AMG,Robotics,8
42199,Mixed-precision,Pollution,31
42200,Car-driving,Transportation,43
42201,assistance,ArtificialIntelligence,0
42202,Job,Materials,39
42203,Ising,Bioinformatics,2
42204,Visualising,Pollution,31
42205,Composable,BiomedicalImaging,18
42206,MANET,TissueEngineering,23
42207,Lewis,TissueEngineering,23
42208,Tungsten,Materials,39
42209,α-olefins,Human-ComputerInteraction,15
42210,ChemShell,Bioinformatics,2
42211,Metacognitive,GenomeEditing,10
42212,Skills,Robotics,8
42213,Choices,Agriculture,19
42214,Geotracking,Genetics,35
42215,Autonomy,Wearables,32
42216,Risks,Neuroscience,9
42217,China,QuantumComputing,5
42218,False,QuantumComputing,5
42219,Nearest,Immunology,46
42220,Neighbors,Bioinformatics,2
42221,DGEMM,Ecology,36
42222,Ridge,Oceanography,22
42223,regression,ClimateChange,1
42224,Eigenproblems,EvolutionaryBiology,20
42225,Scalability,LanguageProcessing,37
42226,Effcient,Paleontology,26
42227,AUV,Epidemiology,4
42228,Contextual,Paleontology,26
42229,Stakeholder,RenewableEnergy,7
42230,maximize,IoT,45
42231,SysCellC,Immunology,46
42232,multi-GPU,QuantumPhysics,34
42233,data-flow,Nanotechnology,3
42234,Cooperation,IoT,45
42235,MOAB,CancerBiology,29
42236,Basin,Wearables,32
42237,Formal,Cryptocurrencies,24
42238,Operating,Wearables,32
42239,Downscaling,Virology,41
42240,Difficulties,Agriculture,19
42241,Educational,Humanities,40
42242,soft,Paleontology,26
42243,HAIKU,Immunology,46
42244,Infections,Pollution,31
42245,Semantic,Virology,41
42246,Schools,CancerBiology,29
42247,Affective,LanguageProcessing,37
42248,CyberInfrastructures,SocialNetworks,11
42249,Blackboard,Rights,48
42250,Benefits,Epidemiology,4
42251,Derivatives,QuantumComputing,5
42252,multiscale,Nanotechnology,3
42253,multilevel,Economics,49
42254,Smartphones,StemCells,6
42255,Attacks,Bioinformatics,2
42256,Ornstein-Zernike,GameTheory,30
42257,S-CLAIM,Neuroscience,9
42258,general,Bioinformatics,2
42259,PNN,ArtificialIntelligence,0
42260,GRNN,Ecology,36
42261,Classroom,Ecology,36
42262,Groups,RenewableEnergy,7
42263,Contract,Astrophysics,42
42264,Negotiation,Pollution,31
42265,Microgrid,Ecology,36
42266,Gameplay,LanguageProcessing,37
42267,Synchronisation,Economics,49
42268,SPMD,CancerBiology,29
42269,clusters,Ecology,36
42270,Kernel-based,QuantumComputing,5
42271,TEA,Virology,41
42272,asymptotic,Paleontology,26
42273,approximate,Rights,48
42274,Situations,Psychology,17
42275,Menu-based,Ecology,36
42276,Market,ArtificialIntelligence,0
42277,Portfolio,Robotics,8
42278,GX-Means,GenomeEditing,10
42279,Evolution,QuantumComputing,5
42280,derivative-free,Bioinformatics,2
42281,Programs,QuantumPhysics,34
42282,Coe,LanguageProcessing,37
42283,KDD,Humanities,40
42284,Dataset,StemCells,6
