Paper_ID,title,author,id,corresponding_author,Author_ID,abstract
10303,Sagnac Effect and Diurnal Correction on Two-Way Satellite Time Transfer.,Chia-Shu Liao|Huang-Tien Lin|Kai-Ming Feng|Shinn-Yan Lin|Wen-Hung Tseng|Yi-Jiun Huang,20658,Chia-Shu Liao,17584,The paper discusses...
10304,Building a mobile robot for a floor-cleaning operation in domestic environments.,Ignasi Valgañón|Jordi Palacín|José Antonio Salse|Xavi Clua,20659,Ignasi Valgañón,24072,The study proposes...
10305,Diameter determination of Avogadro Spheres #1 and #2.,Clemens Elster|R. Arnold Nicolaus,20660,Clemens Elster,21139,The paper examines...
10306,Contactless Technique for Low-Frequency Measurement of Resistivity in Nonmagnetic Conductive Tubes.,J. Íñiguez|P. Hernández|V. Raposo,20661,J. Íñiguez,24075,The study analyzes...
10307,Shielded open-circuited sample holder for dielectric measurements of solids and liquids.,Chriss A. Jones|James Baker-Jarvis|Michael D. Janezic,20662,Chriss A. Jones,18461,This study investigates...
10308,Highly sensitive fiber-optic sensor for dynamic pressure measurements.,Magdalena S. Nawrocka|Waclaw Urbanczyk|Wojtek J. Bock,20663,Magdalena S. Nawrocka,24078,The study proposes...
10309,Improved Variance Estimates of FRF Measurements in the Presence of Nonlinear Distortions Via Overlap.,Johan Schoukens|Kurt Barbé|Lieve Lauwers|Rik Pintelon,20664,Johan Schoukens,18197,The study analyzes...
10310,On-wafer noise characterization of low-noise amplifiers in the Ka-band.,F. Brasseau|J. L. Cazaux|Jacques Graffeuil|Laurent Escotte|Sabine Long,20665,F. Brasseau,24079,The paper discusses...
10311,Diagnosis of Induction Motor Faults in the Fractional Fourier Domain.,Jose A. Antonino-Daviu|Jose Roger-Folch|Juan Perez-Cruz|Manuel Pineda-Sánchez|Martin Riera-Guasp|Ruben Puche-Panadero,20666,Jose A. Antonino-Daviu,24084,This paper is about...
10312,Capacitive sensor for active tip clearance control in a palm-sized gas turbine generator.,Fritz B. Prinz|Georg Brasseur|Tibor Fabian,20667,Fritz B. Prinz,24090,This paper demonstrates...
10313,Online Detection of Broken Rotor Bars in Induction Motors by Wavelet Packet Decomposition and Artificial Neural Networks.,Alireza Sadeghian|Bin Wu|Zhongming Ye,20668,Alireza Sadeghian,24091,This paper is about...
10314,A Two-Way Josephson Voltage Standard Comparison Between NIST and NRC.,Barry M. Wood|Clark A. Hamilton|Yi-Hua Tang,20669,Barry M. Wood,17686,The study proposes...
10315,A Multiphysics Frequency-Dependent Model of an ${\rm IP}^{2}{\rm C}$ Actuator.,Elena Umana|Francesca Sapuppo|Giovanna Di Pasquale|Riccardo Caponetto|Salvatore Graziani|Viviana De Luca,20670,Elena Umana,17407,The paper highlights...
10316,Measuring Time-Varying I/Q Impairments in Digital Transmitters.,Leopoldo Angrisani|Michele Vadursi|Rosario Schiano Lo Moriello,20671,Leopoldo Angrisani,17416,The paper compares...
10317,Transients in reconfigurable digital signal processing systems.,Gábor Péceli|Tamás Kovácsházy,20672,Gábor Péceli,18916,This paper demonstrates...
10318,Liftoff Correction Based on the Spatial Spectral Behavior of Eddy-Current Images.,A. Lopes Ribeiro|F. Alegria|Helena Maria Geirinhas Ramos|Octavian Adrian Postolache,20673,A. Lopes Ribeiro,22632,The research aims to explore...
10319,First results with a cold cesium continuous fountain resonator.,Alain Joyet|Gaetano Mileti|Gregor Dudle|Patrick Berthoud|Pierre Thomann,20674,Alain Joyet,22623,This paper demonstrates...
10320,Influence of MOS Gas-Sensor Production Tolerances on Pattern Recognition Techniques in Electronic Noses.,Alexander Unger|Andreas Schütze|Christian Krutzler|Harald Marhold|Thomas Fricke|Thorsten Conrad,20675,Alexander Unger,24100,The research aims to explore...
10321,Traceable correction method for complex reflection coefficient using calculable air line impedance standards.,Jürg Rüfenacht|Marcel A. Kossel|Pascal Leuchtmann,20676,Jürg Rüfenacht,22803,The paper compares...
10322,A parallel built-in self-diagnostic method for nontraditional faults of embedded memory arrays.,Der-Cheng Huang|Sunil R. Das|Vikram Arora|Wen-Ben Jone,20677,Der-Cheng Huang,24107,The paper discusses...
10323,Characterization of Accelerometers Using Nonlinear Kalman Filters and Position Feedback.,Gunnar Prytz|Morten Stakkeland|S. T. Pedersen|Wilfred E. Booij,20678,Gunnar Prytz,21810,This paper presents...
10324,An Adaptive Low-Cost Tester Architecture Supporting Embedded Memory Volume Diagnosis.,Lyl M. Ciganda|Paolo Bernardi,20679,Lyl M. Ciganda,24112,The research evaluates...
10325,On implementing Kasa's circle fit procedure.,Celestino A. Corral|Claude S. Lindquist,20680,Celestino A. Corral,24114,The research reveals...
10326,Confidence Interval Estimation for Oscillometric Blood Pressure Measurements Using Bootstrap Approaches.,Hilmi R. Dajani|Miodrag Bolic|Soojeong Lee|Sreeraman Rajan|Voicu Z. Groza,20681,Hilmi R. Dajani,18858,The paper highlights...
10327,Fault Detection on Transmission Lines Using a Microphone Array and an Infrared Thermal Imaging Camera.,Hyunuk Ha|Jangmyung Lee|Sunsin Han,20682,Hyunuk Ha,24117,This paper demonstrates...
10328,Electrical and Optical Performance Investigation of Si-Based Ultrashallow-Junction p,Alexander Gottwald|Frank Scholze|Lei Shi|Lis K. Nanver|Sha Xia|Stoyan Nihtianov,20683,Alexander Gottwald,24120,This study investigates...
10329,The estimation of subsample time delay of arrival in the discrete-time measurement of phase delay.,Douglas L. Maskell|Graham S. Woods,20684,Douglas L. Maskell,20269,The research reveals...
10330,Development of gas microstrip detectors for digital X-ray imaging and radiation dosimetry.,A. J. Waker|D. Karlen|David G. Gobbi|F. G. Oakham|Jacques Dubeau|John C. Armitage|Madhu S. Dixit|Paul C. Johns,20685,A. J. Waker,24125,The research reveals...
10331,Characterizing Indoor Environment for Robot Navigation Using Velocity Space Approach With Region Analysis and Look-Ahead Verification.,Chieh-Chih Wang|Chih-Chung Chou|Feng-Li Lian,20686,Chieh-Chih Wang,24133,The research introduces...
10332,An Automated Measurement System for the Characterization of Electron Device Degradation Under Nonlinear Dynamic Regime.,Alberto Santarelli|Antonio Raffo|Giorgio Vannini|Pier Andrea Traverso|Valeria Di Giacomo,20687,Alberto Santarelli,20642,The study proposes...
10333,Maximum Sample Volume for Permittivity Measurements by Cavity Perturbation Technique.,Jiann-Yang Hwang|Matthew Andriese|Zhiwei Peng,20688,Jiann-Yang Hwang,24137,The study proposes...
10334,Pole-Radius-Varying IIR Notch Filter With Transient Suppression.,Jean Jiang|Li Tan|Liangmo Wang,20689,Jean Jiang,22300,The paper examines...
10335,Detection of nonlinear distortions with multisine excitations in the case of nonideal behavior of the input signal.,Johan Schoukens|Kenneth Vanhoenacker,20690,Johan Schoukens,18197,This paper demonstrates...
10336,Metrological Performances of a Plantar Pressure Measurement System.,Bortolino Saggin|Diego Scaccabarozzi|Marco Tarabini,20691,Bortolino Saggin,18655,The research aims to explore...
10337,Time Transfer by Passive Listening Over a 10-Gb/s Optical Fiber.,Carsten Rieck|Håkan Nilsson|Jan Johansson|Kenneth Jaldehag|Leslie R. Pendrill|Mattias Nilsson|Per Jarlemark|Per Olof Hedekvist|Peter Löthberg|Ragne Emardson|Sven-Christian Ebenhag,20692,Carsten Rieck,21145,The study illustrates...
10338,Suppression of spurious phase shifts in an optical frequency standard.,Fritz Riehle|Jürgen Helmcke|Tilmann Trebst|Tomas Binnewies,20693,Fritz Riehle,22398,The study proposes...
10339,Enhanced RBF Network for Recognizing Noise-Riding Power Quality Events.,Chiung-Chou Liao,20694,Chiung-Chou Liao,23339,The paper examines...
10340,Characterization of the traveling standard for an international comparison of DC voltage ratio.,Giancarlo Marullo-Reedtz|Roberto Cerri,20695,Giancarlo Marullo-Reedtz,17689,The research aims to explore...
10341,Design and Realization of High-Accuracy Static Analog Memories (SAMs) Using Low-Cost DA Converters.,Carmine Ciofi|Gianluca Cannata|Gino Giusi|Graziella Scandurra|Marco Castano,20696,Carmine Ciofi,17437,The paper highlights...
10342,Simultaneous calibration of a large number of thermocouples.,Domen Hudoklin|Igor Pusnik|Janko Drnovsek|Jovan Bojkovski,20697,Domen Hudoklin,20656,This paper is about...
10343,Multiphysics Modeling and Analysis of the Photoinductive Imaging Effect for Crack Detection.,Cheng-Chi Tai|Yen-Lin Pan,20698,Cheng-Chi Tai,24147,The research introduces...
10344,Study of the Effect of Excitation Frequency on Electrode Polarization Impedance-Type Flow Transducer.,Nirupama Mandal|Rajan Sarkar|Satish Chandra Bera,20699,Nirupama Mandal,23380,The study illustrates...
10345,A customized motion acquisition circuit for image deblurring in positron emission tomography.,Edward F. Leonard|Gene R. DiResta|Osama R. Mawlawi|Saul Miodownik|Steven M. Larson,20700,Edward F. Leonard,24149,The research evaluates...
10346,Minimum-phase FIR filters for delay-constrained noise reduction.,Olli Vainio,20701,Olli Vainio,20305,This paper addresses...
10347,A high-performance instrumentation system to measure the fluorescence kinetics of plants for in vivo photosynthesis research.,Gabriel Bulgarea|Mounir Boukadoum,20702,Gabriel Bulgarea,24154,The paper compares...
10348,New calibration technique for microwave moisture sensors.,Andrzej W. Kraszewski|Samir Trabelsi|Stuart O. Nelson,20703,Andrzej W. Kraszewski,17493,This paper presents...
10349,Progress in linking the Farad and the R,G. Trapon|Gérard Genevès|H. Fhima|J.-C. Lacueille|O. Thévenot|W. Poirier,20704,G. Trapon,24155,This paper demonstrates...
10350,A Novel Dual-Slope Resistance-to-Digital Converter.,Boby George|N. Madhu Mohan|V. Jagadeesh Kumar,20705,Boby George,17782,This study investigates...
10351,Identification and measurement of fibers in scanning electron microscopy images using a high-order correlation process.,Mahmood R. Azimi-Sadjadi|Oscar Yáñez-Suárez,20706,Mahmood R. Azimi-Sadjadi,24159,The research evaluates...
10352,A current-to-voltage converter for 5 A to 5 V and 30 Hz to 30 kHz.,Jörn Zinkernagel,20707,Jörn Zinkernagel,24161,The study proposes...
10353,Density comparison measurement of silicon by pressure of flotation method.,Atsushi Waseda|Kenichi Fujii,20708,Atsushi Waseda,19239,The research aims to explore...
10354,"Adjustment of Virtual Mannequins Through Anthropometric Measurements, Cluster Analysis, and Content-Based Retrieval of 3-D Body Scans.",Eric Paquet|Herna L. Viktor,20709,Eric Paquet,24162,The study analyzes...
10355,A Magnetostrictive Guided-Wave Nondestructive Testing Method With Multifrequency Excitation Pulse Signal.,Donglai Zhang|Enchao Zhang|Jinping Sun|Min Zhao|Yang Yang|Zhihui Zhou,20710,Donglai Zhang,24164,The study proposes...
10356,Overall Uncertainty Estimation in Multiple Narrow-Band In Situ Electromagnetic Field Measurements.,Andreas Miaoudakis|Dimitrios I. Stratakis|Thomas D. Xenos|Vassilios Zacharopoulos,20711,Andreas Miaoudakis,24169,The study proposes...
10357,"Decreasing Communication Latency through Dynamic Measurement, Analysis, and Partitioning for Distributed Virtual Simulations.",Azzedine Boukerche|Hussam M. Soliman Ramadan|Robson Eduardo De Grande,20712,Azzedine Boukerche,20931,The paper examines...
10358,Measurement of Viscoelastic Properties of Polyacrylamide-Based Tissue-Mimicking Phantoms for Ultrasound Elastography Applications.,Ashok K. Mishra|Kishore Kumar|Maneesha E. Andrews|S. Suresh|V. Jayashankar,20713,Ashok K. Mishra,24173,The study analyzes...
10359,Bayesian approach to spectrophotometric analysis of multicomponent substances.,Cezary Niedzinski|Roman Z. Morawski,20714,Cezary Niedzinski,24178,The study illustrates...
10360,Power spectral density estimation via overlapping nonlinear averaging.,Amerigo Trotta|Filippo Attivissimo|Mario Savino,20715,Amerigo Trotta,19688,The study proposes...
10361,Timestamping of IEEE 802.15.4a CSS Signals for Wireless Ranging and Time Synchronization.,Alessandra Flammini|Chiara Maria De Dominicis|David Macii|Emiliano Sisinni|Paolo Ferrari|Paolo Pivato,20716,Alessandra Flammini,17454,The paper highlights...
10362,AdHapticA: Adaptive Haptic Application Framework.,Abdulmotaleb El-Saddik|Mauricio Orozco Trujillo,20717,Abdulmotaleb El-Saddik,17268,The research aims to explore...
10363,Accurate analysis of smoothly modulated AC waveforms applied to the calibration of fluctuating harmonic analyzers.,Paul S. Wright,20718,Paul S. Wright,18372,The paper compares...
10364,"A simple, robust, and on-site microwave technique for determining water-to-cement ratio (w/c) of fresh Portland cement-based materials.",Karl J. Bois|Khalid Mubarak|Reza Zoughi,20719,Karl J. Bois,19722,The study analyzes...
10365,Displacement sensor based on pyroelectric thick films and contactless light-spot cursor.,Andrea Taroni|Daniele Marioli|Vittorio Ferrari,20720,Andrea Taroni,18126,This study investigates...
10366,Reliability Modeling and Analysis of Clockless Wave Pipeline Core for Embedded Combinational Logic Design.,Minsu Choi|Noh-Jin Park|Nohpill Park|Tao Feng,20721,Minsu Choi,18946,The paper highlights...
10367,"A Hand-Held Smart Wet Etch Monitor: Design, Theory, and Test.",Mandira S. Thakurdesai|Michael A. Parker,20722,Mandira S. Thakurdesai,24182,The paper highlights...
10368,Improved interferometric method to measure near-carrier AM and PM noise.,Enrico Rubiola|Jacques Groslambert|Vincent Giordano,20723,Enrico Rubiola,17947,The paper compares...
10369,Recursive overcomplete signal representations.,Annamária R. Várkonyi-Kóczy|Márk Fék,20724,Annamária R. Várkonyi-Kóczy,19517,This study investigates...
10370,A Capacitive Rotary Encoder Based on Quadrature Modulation and Demodulation.,Chun Hu|Dezhi Zheng|Shaobo Zhang|Shuai Wang|Xiaomeng Zhao,20725,Chun Hu,24186,The study illustrates...
10371,Secure Internet access to gateway using secure socket layer.,Deep Vardhan Bhatt|Gerhard P. Hancke|Stefan Schulze,20726,Deep Vardhan Bhatt,24191,This paper presents...
10372,Fabrication and Characterization of a Wavenumber-Spiral Frequency-Steerable Acoustic Transducer for Source Localization in Plate Structures.,Emanuele Baravelli|Luca De Marchi|Massimo Ruzzene|Matteo Senesi,20727,Emanuele Baravelli,24193,The study proposes...
10373,Characterization of the Dielectric and Pyroelectric Properties of Ferroelectric Material.,Bruno Ando|Nicola Pitrone|Pietro Giannone|Salvatore Graziani,20728,Bruno Ando,17406,The study analyzes...
10374,Nonlinear parametric test.,Alberto Martins Jorge|Carlos Roberto Negrão Teani,20729,Alberto Martins Jorge,24197,The paper examines...
10375,Impedance Method for a Shielded Standard Loop Antenna.,Koji Komiyama|Masanori Ishii,20730,Koji Komiyama,18468,This paper demonstrates...
10376,Audio frequency magnetoresistive watt-converter.,Valeri Vountesmeri,20731,Valeri Vountesmeri,18511,The paper examines...
10377,Switching Sampling Power Meter for Frequencies Up to 1 MHz.,Ernest Houtzager|Gert Rietveld|Helko E. van den Brom,20732,Ernest Houtzager,18843,The paper examines...
10378,Measurements of harmonic distortion produced by a saturated optical amplifier with a nonlinear microwave network analyzer.,Alain R. F. Barel|Andy Bliki|Philip Vael|Yves Rolain,20733,Alain R. F. Barel,24199,The study illustrates...
10379,Characterization of binary Josephson series arrays of different types at BNM-LNE and comparisons with conventional SIS arrays.,Charles J. Burroughs|François P. M. Piquemal|Heikki Seppä|Jean-Pierre Lo-Hive|Phillippe Cancela|Ralf Behr|Sophie Djordjevic,20734,Charles J. Burroughs,17513,The research introduces...
10380,Electromagnetic transducers close to high-temperature plasma in the thermonuclear fusion experiment RFX.,Nicola Pomaro|Pietro Fiorentin|Simone Peruzzo,20735,Nicola Pomaro,24203,The research evaluates...
10381,An Electronic System to Heat MOX Sensors With Synchronized and Programmable Thermal Profiles.,Alessandra Flammini|Alessandro Depari|Andrea Ponzoni|Daniele Marioli|Elisabetta Comini|Emiliano Sisinni,20736,Alessandra Flammini,17454,This paper demonstrates...
10382,An optimization approach to designing OTAs for low-voltage sigma-delta modulators.,Harri Lampinen|Olli Vainio,20737,Harri Lampinen,24206,The study analyzes...
10383,Broadband Shot Noise Measurement System at Low Temperature for Noise Thermometry Using a Tunnel Junction.,Jung Hwan Park|Jung Suk Choi|Mushtaq Rehman|Sang-Wan Ryu|Woon Song|Yonuk Chong|Zheong G. Khim,20738,Jung Hwan Park,24207,The study proposes...
10384,Management and Plug and Play of Sensor Networks Using SNMP.,Deniz Gurkan|Syed Alamdar Hussain,20739,Deniz Gurkan,19847,This paper addresses...
10385,Direct RF to optical frequency measurements with a femtosecond laser comb.,David J. Jones|Jinendra K. Ranka|John L. Hall|Jun Ye|Robert Windeler|Scott A. Diddams|Steven T. Cundiff,20740,David J. Jones,24214,This paper is about...
10386,IEEE802.11 sensor networking.,Alessandra Flammini|Andrea Taroni|Daniele Marioli|Paolo Ferrari,20741,Alessandra Flammini,17454,The study proposes...
10387,A Method for Precise RMS Measurements of Periodic Signals by Reconstruction Technique With Correction.,Andrzej K. Muciek,20742,Andrzej K. Muciek,24217,The study illustrates...
10388,Direct Comparison of Josephson Waveforms Using an AC Quantum Voltmeter.,Günther Ramm|Harald Moser|J. Melcher|Luis Palafox|Ralf Behr,20743,Günther Ramm,19426,The study illustrates...
10389,Oscillator-based signal conditioning with improved linearity for resistive sensors.,Andrea Taroni|Carla Ghidini|Daniele Marioli|Vittorio Ferrari,20744,Andrea Taroni,18126,The paper examines...
10390,Design of computer-optimized pseudorandom maximum length signals for linear identification in the presence of nonlinear distortions.,Ai Hui Tan|H. Anthony Barker|Keith R. Godfrey,20745,Ai Hui Tan,19686,This paper addresses...
10391,Improved High-Input-Impedance mV-Amplifiers With Gain Factors From 10 to 900.,Manfred Klonz|Milos Stojanovic|Torsten Funck,20746,Manfred Klonz,17506,The paper highlights...
10392,Noise Performance of Magnetometers With Resonant Thin-Film Magnetoelectric Sensors.,Eckhard Quandt|Eric Woltermann|Henry Greve|Reinhard H. Knöchel|Robert Jahns,20747,Eckhard Quandt,24221,This study investigates...
10393,Measuring Statistical Geometric Properties of Tomographic Images of Soils.,Jacob Scharcanski|João Luiz Dihl Comba|Siovani Cintra Felipussi,20748,Jacob Scharcanski,19967,The research reveals...
10394,A displacement-measuring instrument utilizing self-mixing interferometry.,Michele Norgia|Silvano Donati,20749,Michele Norgia,17671,The study analyzes...
10395,New distortion measurement method for booster amplifiers.,Jonathan Scott|Stéphanie Rinnert,20750,Jonathan Scott,24227,This paper demonstrates...
10396,High-precision AC measurements using the Monte Carlo method.,H. Germer,20751,H. Germer,24229,The study illustrates...
10397,A reassessment of the molar volume of silicon and of the Avogadro constant.,Anna Peuto|Atsushi Waseda|H. Steffen Peiser|Horst Bettin|Kenichi Fujii|Michael J. Kenny|Mitsuru Tanaka|P. D. P. Taylor|Paul De Bievre|Peter Becker|R. D. Deslattes|Rüdiger Kessel|S. Pettorruso|Staf Valkiers,20752,Anna Peuto,24230,The research aims to explore...
10398,Common-view technique applied to the link CENAM-LAPEM.,A. A. Montonya|H. Jardon|J. M. Figueroa|J. M. Lopez|M. G. Lopez|V. Molina,20753,A. A. Montonya,24235,The study illustrates...
10399,Absolute quantum efficiency measurements using: toward a measurement protocol.,Alan Migdall,20754,Alan Migdall,22763,The research reveals...
10400,Analytical Study of Impulse Current Measuring Shunts With Cage Configuration.,Bernardo Tellini|Mirko Marracci|Roberto Ferrero,20755,Bernardo Tellini,17661,The study illustrates...
10401,Internet-Enabled Calibration: An Analysis of Different Topologies and a Comparison of Two Different Approaches.,Graeme Parkin|Mike Stevens|Åsmund Sand,20756,Graeme Parkin,24241,The research evaluates...
10402,Pressure measurement of air cushions for SCI patients.,Hidekazu Nagahata|Hideki Yamamoto|Hideo Takechi|Yoshio Tanimoto,20757,Hidekazu Nagahata,17805,The study proposes...
10403,Detection of methacholine with time series models of lung sounds.,Piet M. T. Broersen|Stijn de Waele,20758,Piet M. T. Broersen,17478,The research evaluates...
10404,Effects of Overlapping and Windowing on Frequency Response Function Estimates of Systems With Random Inputs.,John L. Douce|Keith R. Godfrey|Widanalage Dhammika Widanage,20759,John L. Douce,24243,This paper demonstrates...
10405,A Technique to Improve the Image Quality in Computer Tomography.,Anna Maria Lucia Lanzolla|Filippo Attivissimo|Giuseppe Cavone|Maurizio Spadavecchia,20760,Anna Maria Lucia Lanzolla,17710,The study analyzes...
10406,Wearable Mobility Monitoring Using a Multimedia Smartphone Platform.,Edward D. Lemaire|Gaetanne Haché|Natalie Baddour,20761,Edward D. Lemaire,24245,The research aims to explore...
10407,Environmental Telemonitoring: A Flexible GSM-DECT-Based Solution.,Alessandra Flammini|Andrea Taroni|Daniele Marioli|Emiliano Sisinni,20762,Alessandra Flammini,17454,The paper examines...
10408,Apodization Method for Standard Load Modulation Amplitude Measurement on Proximity Integrated Circuit Cards.,Adam M. Lewis|Gianmarco Baldini|Jean-Marc Chareau,20763,Adam M. Lewis,24248,This paper is about...
10409,A spectroscopic detecting system for measuring the temperature distribution of silver breaking arc using a CCD color camera.,Mitsuru Takeuchi|Takayoshi Kubono,20764,Mitsuru Takeuchi,24251,The research aims to explore...
10410,Human Perception-Based Data Reduction for Haptic Communication in Six-DoF Telepresence Systems.,Jiying Zhao|Nicolas D. Georganas|Nizar Sakr,20765,Jiying Zhao,19270,The paper examines...
10411,Interrogation of extrinsic Fabry-Perot interferometric sensors using arrayed waveguide grating devices.,Andrew J. Willshire|D. Harvey|G. Thursby|Grzegorz Fusiek|James R. McDonald|Lukasz Dziuda|Pawel Niewczas|W. Craig Michie,20766,Andrew J. Willshire,19689,The research introduces...
10412,Built-In Self-Test for Low-Voltage High-Speed Analog-to-Digital Converters.,Chien-In Henry Chen|Jason Wibbenmeyer,20767,Chien-In Henry Chen,19372,This paper is about...
10413,Laser diode driver with 5-decade range.,Eric P. Rudd,20768,Eric P. Rudd,24256,The research evaluates...
10414,Evaluation of equilibrium trajectory of superconducting magnetic levitation system for the future kg unit of mass.,Fuyuhiko Shiota|Tadashi Morokuma|Yoshiaki Nezu|Yukinobu Miki|Yusaku Fujii,20769,Fuyuhiko Shiota,20663,The research evaluates...
10415,"Universal readout system for temperature, elongation and hydrostatic pressure sensors based on highly birefringent fibers.",Magdalena S. Nawrocka|Waclaw Urbanczyk|Wojtek J. Bock,20770,Magdalena S. Nawrocka,24078,This paper presents...
10416,Wide bandwidth measurement of complex permittivity of liquids using coplanar lines.,A. Raj|S. R. Judah|W. S. Holmes,20771,A. Raj,24258,The study analyzes...
10417,Design and Characterization of a Nanocomposite Pressure Sensor Implemented in a Tactile Robotic System.,Aimé Lay-Ekuakille|Alessandro Massaro|Athanassia Athanassiou|Fabrizio Spano|Paolo Cazzato|Roberto Cingolani,20772,Aimé Lay-Ekuakille,18658,The paper discusses...
10418,Cryogenic sapphire oscillator with exceptionally high frequency stability.,Andre N. Luiten|Anthony G. Mann|Chang Sheng,20773,Andre N. Luiten,23720,The research introduces...
10419,Quantitatively Evaluating Random Attitude Measurement Errors' Impacts on DSM Elevation Accuracy From Airborne Laser Scanning.,Jianjun Wang|Lijun Xu|Xiaolu Li|Zhongyi Quan,20774,Jianjun Wang,21392,This paper is about...
10420,Experimental Analysis of an Ultrawideband Hybrid EBG/Ferrite Ground Plane.,Jodie M. Bell|Magdy F. Iskander,20775,Jodie M. Bell,24268,The study illustrates...
10421,"RBD tools using compression, decompression, hybrid techniques to code, decode, and compute reliability in simple and complex embedded systems.",Chittoor V. Ramamoorthy|Mehmet Sahinoglu,20776,Chittoor V. Ramamoorthy,23067,The research aims to explore...
10422,An Improved Instrument for Real-Time Measurement of Blood Flow Velocity in Microvessels.,Francesca Sapuppo|Luigi Fortuna|Maide Bucolo|Marcos Intaglietta|Paolo Arena|Paul C. Johnson,20777,Francesca Sapuppo,24093,The research aims to explore...
10423,A phase-locked-loop concept for the generation of two RF-signals with a small frequency offset.,Burkhard Schiek|Michael Gerding|Thomas Musch,20778,Burkhard Schiek,20130,This paper addresses...
10424,Measurement and monitoring of microwave reflection and transmission properties of cement-based specimens.,Cengiz Duran Atis|M. Fatih Akay|Sergey N. Kharkovsky|Ugur Cem Hasar,20779,Cengiz Duran Atis,24274,The study illustrates...
10425,AC and DC voltages from a Josephson arbitrary waveform synthesizer.,Charles J. Burroughs|L. A. Christina|Paul D. Dresselhaus|Samuel P. Benz,20780,Charles J. Burroughs,17513,This paper addresses...
10426,Fast Anytime Fuzzy Fourier Estimation of Multisine Signals.,Annamária R. Várkonyi-Kóczy,20781,Annamária R. Várkonyi-Kóczy,19517,The paper examines...
10427,A new symbolic method for analog circuit testability evaluation.,Antonio Luchetta|Giulio Fedi|Maria Cristina Piccirilli|Stefano Manetti,20782,Antonio Luchetta,24279,The study analyzes...
10428,Detection of Anomalies in the Behavior of Atomic Clocks.,Emilia Nunzi|Lorenzo Galleani|Paolo Carbone|Patrizia Tavella,20783,Emilia Nunzi,18879,This paper presents...
10429,An Approach to Locate Parametric Faults in Nonlinear Analog Circuits.,Wei Zhang|Yibing Shi|Yong Deng,20784,Wei Zhang,24284,This paper demonstrates...
10430,Frequency-domain testing of waveform digitizers.,Dario Petri,20785,Dario Petri,18074,The paper highlights...
10431,On-line Nonintrusive Measurement of Particle Size Distribution Through Digital Imaging.,Peter Lee 0002|Robert M. Carter|Yong Yan,20786,Peter Lee 0002,19400,The paper compares...
10432,Analysis and reduction of the distortions induced by time-domain filtering techniques in network analyzers.,Antoni Broquetas Ibars|Luis Fernando Martinez|Ramir De Porrata-Doria i Yague,20787,Antoni Broquetas Ibars,24287,This paper presents...
10433,New Iterative Framework for Frequency Response Mismatch Correction in Time-Interleaved ADCs: Design and Performance Analysis.,Kai Man Tsui|Shing-Chow Chan,20788,Kai Man Tsui,20064,The paper highlights...
10434,Modeling and Processing Measurement Uncertainty Within the Theory of Evidence: Mathematics of Random-Fuzzy Variables.,Alessandro Ferrero|Simona Salicone,20789,Alessandro Ferrero,17413,The research introduces...
10435,Alignment Procedure Used in the BIPM Watt Balance.,Adrien Kiss|Alain Picard|Estefania de Mirandés|Hao Fang|Michael Stock|Stéphane Solve,20790,Adrien Kiss,23188,This paper is about...
10436,Pigment Melanin: Pattern for Iris Recognition.,Babak Nadjar Araabi|Hamid Soltanian-Zadeh|S. Mahdi Hosseini,20791,Babak Nadjar Araabi,24290,The study analyzes...
10437,Comparison of contactless measurement and testing techniques to a all-silicon optical test and characterization method.,David V. Kerns|Selahattin Sayil|Sherra E. Kerns,20792,David V. Kerns,24293,The study illustrates...
10438,An Efficient Intermodulation Product Computing Technique for Broadband Active Transmit Systems.,Mark B. Yeary,20793,Mark B. Yeary,17905,The research evaluates...
10439,A low-current logarithmic LED electrometer.,P. D. Vyavahare|Yashwant B. Acharya,20794,P. D. Vyavahare,24296,This paper is about...
10440,Detection and Quantification of the Influence of Time Variation in Frequency Response Function Measurements Using Arbitrary Excitations.,Ebrahim Louarroudi|John Lataire|Rik Pintelon,20795,Ebrahim Louarroudi,21677,The research aims to explore...
10441,Laser Doppler Velocimetry for Joint Measurements of Acoustic and Mean Flow Velocities: LMS-Based Algorithm and CRB Calculation.,Anne Degroot|Laurent Simon|Louis Lionet|Olivier Richoux,20796,Anne Degroot,24297,This study investigates...
10442,Two practical methods for improving the long-term stability of the photoelastic optical fiber pressure sensor.,Changsen Sun|Junxiu Lin|Xiaoge Yu,20797,Changsen Sun,24300,The research introduces...
10443,Listening to Tags: Uplink RFID Measurements With an Open-Source Software-Defined Radio Tool.,Danilo De Donno|Fabio Ricciato|Luciano Tarricone,20798,Danilo De Donno,21261,The paper examines...
10444,Calibration of a time-domain network analyzer: a new approach.,Gilbert Angénieux|Philippe Ferrari,20799,Gilbert Angénieux,24303,The paper highlights...
10445,A novel bulk-glass optical current transducer having an adjustable multiring closed-optical-path.,Andrew Cruden|Benshun Yi|Ivan Andonovic|James R. McDonald|W. Iain Madden,20800,Andrew Cruden,18607,The paper examines...
10446,A global optimization technique for microwave nondestructive evaluation.,Andrea Massa|Matteo Pastorino|Salvatore Caorsi,20801,Andrea Massa,20187,This study investigates...
10447,An intelligent system for monitoring the microgravity environment quality on-board the International Space Station.,Kenol Jules|Paul P. Lin,20802,Kenol Jules,24306,The paper discusses...
